shortcode,date,title,price_mxn,price_usd,is_sold,caption_preview,url
CYhNUJtru5T,2022-01-09,Carvin SCB6 - Ebony Black,22999,,NO,"guitarshome   220w Carvin SCB6 - Ebony Black  *** $22,999 ***  Visita WWW.GUITAR",https://www.instagram.com/p/CYhNUJtru5T/
CY_8E30r9RP,2022-01-21,Taylor 716ce Grand Symphony - Natural,62999,,NO,"guitarshome   219w Taylor 716ce Grand Symphony - Natural  *** $62,999 ***  Visit",https://www.instagram.com/p/CY_8E30r9RP/
CYZYEw6L4LV,2022-01-06,Taylor 520e Limited Edition Tropical Mahogany - Shaded Edge Burst,,,NO,guitarshome   221w Taylor 520e Limited Edition Tropical Mahogany - Shaded Edge B,https://www.instagram.com/p/CYZYEw6L4LV/
CYXhCZ3r17x,2022-01-05,Paul Reed Smith PRS Wood Library Paul's Guitar Quilt Top Special Edition - Mccarty Sunburst,91999,,NO,guitarshome   221w Paul Reed Smith PRS Wood Library Paul's Guitar Quilt Top Spec,https://www.instagram.com/p/CYXhCZ3r17x/
CYWwVFfL7-j,2022-01-05,Fender American Jazzmaster Bigbsy Limited Edition - Candy Apple Red,29999,,NO,guitarshome   221w Fender American Jazzmaster Bigbsy Limited Edition - Candy App,https://www.instagram.com/p/CYWwVFfL7-j/
CYVBz2rrRa0,2022-01-05,Fender Telecaster Custom Shop Twisted Limited Edition Aged White Blonde,74999,,NO,guitarshome   221w Fender Telecaster Custom Shop Twisted Limited Edition Aged Wh,https://www.instagram.com/p/CYVBz2rrRa0/
CYUTGqrLrVa,2022-01-04,Paul Reed Smith PRS Wood Library Fat Back Custom 24 - Fire Red to Gray Black 2019,91999,,NO,guitarshome   221w Paul Reed Smith PRS Wood Library Fat Back Custom 24 - Fire Re,https://www.instagram.com/p/CYUTGqrLrVa/
CYScKIWLih3,2022-01-04,"Paul Reed Smith ""PRS"" Wood Library 10 top 509 Torrified Maple Neck - 2020 Natural Black Fade",95999,,NO,"guitarshome   221w Paul Reed Smith ""PRS"" Wood Library 10 top 509 Torrified Maple",https://www.instagram.com/p/CYScKIWLih3/
CYR3wQXpMxr,2022-01-03,Taylor 714ce - Western Sunburst,57999,,NO,"guitarshome   221w Taylor 714ce - Western Sunburst *** $57,999 *** Visita WWW.GU",https://www.instagram.com/p/CYR3wQXpMxr/
CYPcEKsPrkV,2022-01-02,Paul Reed Smith PRS Wood Library Custom 22 Semi-Hollow Limited - Charcoal Purple,91999,,NO,guitarshome   221w Paul Reed Smith PRS Wood Library Custom 22 Semi-Hollow Limite,https://www.instagram.com/p/CYPcEKsPrkV/
CYP02yzrrlb,2022-01-03,Gibson Les Paul Historic 1957 Custom Shop R7 '57 2006 - Goldtop,77999,,NO,guitarshome   221w Gibson Les Paul Historic 1957 Custom Shop R7 '57 2006 - Goldt,https://www.instagram.com/p/CYP02yzrrlb/
CYMuStEJUIB,2022-01-01,Paul Reed Smith PRS Studio - Eriza Verde,55999,,NO,"guitarshome   222w Paul Reed Smith PRS Studio - Eriza Verde  *** $55,999 ***  Vi",https://www.instagram.com/p/CYMuStEJUIB/
CYHSYIULOaz,2021-12-30,Paul Reed Smith PRS Wood library Custom 24 One piece Quilt 10 Top - Satin Blue River,85999,,NO,guitarshome   222w Paul Reed Smith PRS Wood library Custom 24 One piece Quilt 10,https://www.instagram.com/p/CYHSYIULOaz/
CYH9C-Gr6mZ,2021-12-30,Paul Reed Smith PRS Wood library Custom 22 Quilt 10 Top - Obsidian,,,NO,guitarshome   222w Paul Reed Smith PRS Wood library Custom 22 Quilt 10 Top - Obs,https://www.instagram.com/p/CYH9C-Gr6mZ/
CYFrXbXrIhd,2021-12-30,Paul Reed Smith PRS Wood Library Custom 24 Quilt 10 Top - Faded Whale Blue,91999,,NO,guitarshome   222w Paul Reed Smith PRS Wood Library Custom 24 Quilt 10 Top - Fad,https://www.instagram.com/p/CYFrXbXrIhd/
CYE1YQirnfV,2021-12-29,Taylor Builder's Edition 517e Grand Pacific V-Class Left Handed 2019 - Wild Honey Burst,59999,,NO,guitarshome   222w Taylor Builder's Edition 517e Grand Pacific V-Class Left Hand,https://www.instagram.com/p/CYE1YQirnfV/
CYDKxd7LOlV,2021-12-29,Paul Reed Smith PRS Wood Library Special 22 - Seafoam Green 2019,93999,,NO,guitarshome   222w Paul Reed Smith PRS Wood Library Special 22 - Seafoam Green 2,https://www.instagram.com/p/CYDKxd7LOlV/
CYCQdcpLPyr,2021-12-28,Paul Reed Smith PRS Wood Library Custom 22 Quilt 10 Top - Blue Crab Blue Semi Hollow,91999,,NO,guitarshome   222w Paul Reed Smith PRS Wood Library Custom 22 Quilt 10 Top - Blu,https://www.instagram.com/p/CYCQdcpLPyr/
CYAv1N_NWjV,2021-12-28,Paul Reed Smith PRS Wood Library Custom 24 10 Top 2020 Torrified Maple Neck 35th - Blood Orange,95999,,NO,guitarshome   222w Paul Reed Smith PRS Wood Library Custom 24 10 Top 2020 Torrif,https://www.instagram.com/p/CYAv1N_NWjV/
CY9aq5fLin6,2022-01-20,Gibson Les Paul Custom Shop Collector's Choice Waddy Wachtel 1960,159999,,NO,guitarshome   219w Gibson Les Paul Custom Shop Collector's Choice #14 Waddy Wach,https://www.instagram.com/p/CY9aq5fLin6/
CY7Z8HXLajD,2022-01-19,Fender Stratocaster Custom Shop Artisan Claro Walnut,71999,,NO,guitarshome   219w Fender Stratocaster Custom Shop Artisan Claro Walnut  *** $71,https://www.instagram.com/p/CY7Z8HXLajD/
CY66XlqrAy4,2022-01-19,Charvel San Dimas 1996 Custom Mahogany Honduras & Birdseye Maple Neck,34999,,NO,guitarshome   219w Charvel San Dimas 1996 Custom Mahogany Honduras & Birdseye Ma,https://www.instagram.com/p/CY66XlqrAy4/
CY5M4vIri5a,2022-01-19,New Fender Parallel Universe Jazzmaster Telecaster (Jazz/Tele) - Surf Green,40999,,NO,guitarshome   219w New Fender Parallel Universe Jazzmaster Telecaster (Jazz/Tele,https://www.instagram.com/p/CY5M4vIri5a/
CY-RO_DLn1e,2022-01-21,Fender Stratocaster Custom Shop Namm Limited Edition '50s Rosewood Neck Journeyman - Sunburst,74999,,NO,guitarshome   219w Fender Stratocaster Custom Shop Namm Limited Edition '50s Ros,https://www.instagram.com/p/CY-RO_DLn1e/
CXyqMdeL9Na,2021-12-22,Fender Telecaster Thinline Custom Shop 50's Tv Jones - Olympic White Gold,79999,,NO,guitarshome   223w Fender Telecaster Thinline Custom Shop 50's Tv Jones - Olympi,https://www.instagram.com/p/CXyqMdeL9Na/
CXwfuCLPeD2,2021-12-21,Taylor 716ce Grand Symphony - Natural,62999,,NO,"guitarshome   223w Taylor 716ce Grand Symphony - Natural  *** $62,999 ***  Visit",https://www.instagram.com/p/CXwfuCLPeD2/
CXwHkGkr0VJ,2021-12-21,Fender Stratocaster Custom Shop Namm Limited Edition '50s Rosewood Neck Journeyman - Sunburst,74999,,NO,guitarshome   223w Fender Stratocaster Custom Shop Namm Limited Edition '50s Ros,https://www.instagram.com/p/CXwHkGkr0VJ/
CXuX0VeLebe,2021-12-21,Fender Stratocaster Custom Shop Artisan Claro Walnut,71999,,NO,guitarshome   223w Fender Stratocaster Custom Shop Artisan Claro Walnut  *** $71,https://www.instagram.com/p/CXuX0VeLebe/
CXtysciJKCR,2021-12-20,Charvel San Dimas 1996 Custom Mahogany Honduras & Birdseye Maple Neck,34999,,NO,guitarshome   223w Charvel San Dimas 1996 Custom Mahogany Honduras & Birdseye Ma,https://www.instagram.com/p/CXtysciJKCR/
CXrXyZ8vJDb,2021-12-19,Ernie Ball Music Man John Petrucci Majesty - Goldmine,60999,,NO,guitarshome   223w Ernie Ball Music Man John Petrucci Majesty - Goldmine   *** $,https://www.instagram.com/p/CXrXyZ8vJDb/
CXmqjBHr4hD,2021-12-18,New Fender Parallel Universe Jazzmaster Telecaster (Jazz/Tele) - Surf Green,40999,,NO,guitarshome   224w New Fender Parallel Universe Jazzmaster Telecaster (Jazz/Tele,https://www.instagram.com/p/CXmqjBHr4hD/
CXl3gI1L_23,2021-12-17,Tobias Classic Zebrawood & Wenge Fretboard 6 String Made in Usa 1998-2000,,,NO,guitarshome   224w Tobias Classic Zebrawood & Wenge Fretboard 6 String Made in U,https://www.instagram.com/p/CXl3gI1L_23/
CXkIYCVLAIq,2021-12-17,Paul Reed Smith PRS McCarty Brazilian 2003 Limited Series 2/500 in refinish White Smokeburst,,,NO,guitarshome   224w Paul Reed Smith PRS McCarty Brazilian 2003 Limited Series 2/5,https://www.instagram.com/p/CXkIYCVLAIq/
CXjh2uUp_63,2021-12-16,Duesenberg Starpayer TV - Phonic,60999,,NO,"guitarshome   224w Duesenberg Starpayer TV - Phonic  *** $60,999 ***   Visita WW",https://www.instagram.com/p/CXjh2uUp_63/
CXhkYlfrT7l,2021-12-16,Taylor 814ce Grand Auditorium 2021 New Model - Natural,75999,,NO,guitarshome   224w Taylor 814ce Grand Auditorium 2021 New Model - Natural  *** $,https://www.instagram.com/p/CXhkYlfrT7l/
CXgyvcaLJAV,2021-12-15,Paul Reed Smith PRS Wood Library McCarty 594 Singlecut - Goldtop,86999,,NO,guitarshome   224w Paul Reed Smith PRS Wood Library McCarty 594 Singlecut - Gold,https://www.instagram.com/p/CXgyvcaLJAV/
CXeyEBsr7Bi,2021-12-14,Taylor 614ce Grand Auditorium - Natural – - Ebony Fretboard and Figured Maple back & sides,59999,,NO,guitarshome   224w Taylor 614ce Grand Auditorium - Natural   - Ebony Fretboard a,https://www.instagram.com/p/CXeyEBsr7Bi/
CXeKNaIrP-2,2021-12-14,Paul Reed Smith PRS Wood Library 408 Brazilian Rosewood - Orange Fade,89999,,NO,guitarshome   224w Paul Reed Smith PRS Wood Library 408 Brazilian Rosewood - Ora,https://www.instagram.com/p/CXeKNaIrP-2/
CXcWWdGrQUU,2021-12-14,Fender Stratocaster Custom Shop 1957 Limited Edition Journeyman Relic Collection - Custom Built,75999,,NO,guitarshome   224w Fender Stratocaster Custom Shop 1957 Limited Edition Journeym,https://www.instagram.com/p/CXcWWdGrQUU/
CXbvUFrpcdP,2021-12-13,New Paul Reed Smith PRS SE Zach Myers - Trampas Green,18999,,NO,guitarshome   224w New Paul Reed Smith PRS SE Zach Myers - Trampas Green  *** $1,https://www.instagram.com/p/CXbvUFrpcdP/
CX_zx5xpahy,2021-12-27,Paul Reed Smith PRS Wood Library P245 Single Cut Limited Piezo 10 Top - Honey,85999,,NO,guitarshome   222w Paul Reed Smith PRS Wood Library P245 Single Cut Limited Piez,https://www.instagram.com/p/CX_zx5xpahy/
CXZgkRLLnS4,2021-12-12,Paul Reed Smith PRS Custom 24 Wood Library Brazilian Rosewood Quilt 10 Top - McCarty Smokeburst,85999,,NO,guitarshome   224w Paul Reed Smith PRS Custom 24 Wood Library Brazilian Rosewood,https://www.instagram.com/p/CXZgkRLLnS4/
CXXJggwrokU,2021-12-11,Paul Reed Smith PRS Wood Library MCcarty Sc594 Quilt 10 Top,91999,,NO,guitarshome   224w Paul Reed Smith PRS Wood Library MCcarty Sc594 Quilt 10 Top  ,https://www.instagram.com/p/CXXJggwrokU/
CXWXKfLLKim,2021-12-11,Fender Stratocaster 60th Anniversary Commemorative Sunburst,31999,,NO,guitarshome   225w Fender Stratocaster 60th Anniversary Commemorative Sunburst  ,https://www.instagram.com/p/CXWXKfLLKim/
CXUePvarA-p,2021-12-10,Paul Reed Smith PRS DGT Dave Grissom Trem - Antique White,71999,,NO,guitarshome   225w Paul Reed Smith PRS DGT Dave Grissom Trem - Antique White  **,https://www.instagram.com/p/CXUePvarA-p/
CXT8yKmL7ra,2021-12-10,New Gibson Les Paul Historic 1954 Custom Shop '54 R4 2021 Goldtop,91999,,NO,guitarshome   225w New Gibson Les Paul Historic 1954 Custom Shop '54 R4 2021 Gol,https://www.instagram.com/p/CXT8yKmL7ra/
CXRRd6-rLn8,2021-12-09,Paul Reed Smith PRS Custom 24 2002 - Cherry Burst,45999,,NO,"guitarshome   225w Paul Reed Smith PRS Custom 24 2002 - Cherry Burst  *** $45,99",https://www.instagram.com/p/CXRRd6-rLn8/
CXR2P0drlWK,2021-12-09,Ernie Ball Music Man John Petrucci Majesty - Goldmine,60999,,NO,guitarshome   225w Ernie Ball Music Man John Petrucci Majesty - Goldmine   *** $,https://www.instagram.com/p/CXR2P0drlWK/
CXNZjLvLxoG,2021-12-08,Gibson Les Paul Standard 2000 Birdseye Maple Top - Cherry Burst,45999,,NO,guitarshome   225w Gibson Les Paul Standard 2000 Birdseye Maple Top - Cherry Bur,https://www.instagram.com/p/CXNZjLvLxoG/
CXMdnq1vVpz,2021-12-07,Paul Reed Smith PRS Custom 24 Quilt 10 Top 2018 - Satin River Blue,91999,,NO,guitarshome   225w Paul Reed Smith PRS Custom 24 Quilt 10 Top 2018 - Satin River,https://www.instagram.com/p/CXMdnq1vVpz/
CXMEKgtLM3Q,2021-12-07,Carvin SCB6 - Ebony Black,22999,,NO,"guitarshome   225w Carvin SCB6 - Ebony Black  *** $22,999 ***  Visita WWW.GUITAR",https://www.instagram.com/p/CXMEKgtLM3Q/
CXJzAn-v9tF,2021-12-06,Taylor 520e Limited Edition Tropical Mahogany - Shaded Edge burst,,,NO,guitarshome   225w Taylor 520e Limited Edition Tropical Mahogany - Shaded Edge b,https://www.instagram.com/p/CXJzAn-v9tF/
CXEbpnALMYU,2021-12-04,Paul Reed Smith PRS Wood Library Paul's Guitar Quilt Top Special Edition - Mccarty Sunburst,91999,,NO,guitarshome   226w Paul Reed Smith PRS Wood Library Paul's Guitar Quilt Top Spec,https://www.instagram.com/p/CXEbpnALMYU/
CXE7TvzLgwU,2021-12-04,Gibson ES-359 Custom Shop Limited 2011 - Figured Vintage Sunburst,79999,,NO,guitarshome   225w Gibson ES-359 Custom Shop Limited 2011 - Figured Vintage Sunb,https://www.instagram.com/p/CXE7TvzLgwU/
CXB1_M8rMVe,2021-12-03,Fender Stratocaster 1979-1981 All Original - Black,40999,,NO,"guitarshome   226w Fender Stratocaster 1979-1981 All Original - Black   *** $40,",https://www.instagram.com/p/CXB1_M8rMVe/
CXAXncPLxvo,2021-12-03,New Fender Parallel Universe Jazzmaster Telecaster (Jazz/Tele) - Surf Green,40999,,NO,guitarshome   226w New Fender Parallel Universe Jazzmaster Telecaster (Jazz/Tele,https://www.instagram.com/p/CXAXncPLxvo/
CX4NJujJAlc,2021-12-24,"Feliz Navidad a TODOS!!! Mis Mejores Deseos, por un 2022 lleno de Nuevas Guitarras!!!",,,NO,"guitarshome   223w Feliz Navidad a TODOS!!! Mis Mejores Deseos, por un 2022 llen",https://www.instagram.com/p/CX4NJujJAlc/
CX1_x5erEYm,2021-12-23,Taylor 610e Dreadnought – - Awesome Brown Sugar Maple Flamed Back & Sides,59999,,NO,guitarshome   223w Taylor 610e Dreadnought   - Awesome Brown Sugar Maple Flamed ,https://www.instagram.com/p/CX1_x5erEYm/
CWyVdg0LGtM,2021-11-27,Fender Stratocaster American Original '50s - Sunburst,37999,,NO,guitarshome   227w Fender Stratocaster American Original '50s - Sunburst  *** $3,https://www.instagram.com/p/CWyVdg0LGtM/
CWwW8NDLNFb,2021-11-26,Fender Stratocaster 60th Anniversary Commemorative Sunburst,31999,,NO,guitarshome   227w Fender Stratocaster 60th Anniversary Commemorative Sunburst  ,https://www.instagram.com/p/CWwW8NDLNFb/
CWvmSTpLhPs,2021-11-26,Paul Reed Smith PRS Wood Library Special 22 - Seafoam Green 2019,93999,,NO,guitarshome   227w Paul Reed Smith PRS Wood Library Special 22 - Seafoam Green 2,https://www.instagram.com/p/CWvmSTpLhPs/
CWv3y9KLKWI,2021-11-26,Taylor Builder's Edition 517e Grand Pacific V-Class Left Handed 2019 - Wild Honey Burst,59999,,NO,guitarshome   227w Taylor Builder's Edition 517e Grand Pacific V-Class Left Hand,https://www.instagram.com/p/CWv3y9KLKWI/
CWtGRQar-ov,2021-11-25,Paul Reed Smith PRS Wood Library Custom 22 Quilt 10 Top - Blue Crab Blue Semi Hollow,91999,,NO,guitarshome   227w Paul Reed Smith PRS Wood Library Custom 22 Quilt 10 Top - Blu,https://www.instagram.com/p/CWtGRQar-ov/
CWdyVeyrp8m,2021-11-19,Edited,59999,,NO,guitarshome   Edited • 228w Taylor 610e Dreadnought   - Awesome Brown Sugar Mapl,https://www.instagram.com/p/CWdyVeyrp8m/
CWcFB86rQ87,2021-11-19,Taylor 614ce Builder's Edition V-Class Bracing - Wild Honey Burst (New 2020),87999,,NO,guitarshome   228w Taylor 614ce Builder's Edition V-Class Bracing - Wild Honey B,https://www.instagram.com/p/CWcFB86rQ87/
CWbSjzOrldR,2021-11-18,Tobias Classic Zebrawood & Wenge Fretboard 6 String Made in Usa 1998-2000,,,NO,guitarshome   228w Tobias Classic Zebrawood & Wenge Fretboard 6 String Made in U,https://www.instagram.com/p/CWbSjzOrldR/
CW_hrwHPbCI,2021-12-02,Paul Reed Smith PRS Wood Library Fat Back Custom 24 - Fire Red to Gray Black 2019,91999,,NO,guitarshome   226w Paul Reed Smith PRS Wood Library Fat Back Custom 24 - Fire Re,https://www.instagram.com/p/CW_hrwHPbCI/
CWZYv87LWsJ,2021-11-18,Paul Reed Smith PRS McCarty Brazilian 2003 Limited Series 2/500 in refinish White Smokeburst,,,NO,guitarshome   228w Paul Reed Smith PRS McCarty Brazilian 2003 Limited Series 2/5,https://www.instagram.com/p/CWZYv87LWsJ/
CWXFE_SrZaH,2021-11-17,Yamaha SC600 1980s Red,19999,,NO,"guitarshome   228w Yamaha SC600 1980s Red  *** $19,999 ***  Visita WWW.GUITARS-H",https://www.instagram.com/p/CWXFE_SrZaH/
CWWqwlgL1mS,2021-11-16,Fender Telecaster Thinline Custom Shop 50's Tv Jones - Olympic White Gold,79999,,NO,guitarshome   228w Fender Telecaster Thinline Custom Shop 50's Tv Jones - Olympi,https://www.instagram.com/p/CWWqwlgL1mS/
CWJpr0QLx9j,2021-11-11,Fender Stratocaster Custom Shop Artisan Spalted Maple,79999,,NO,guitarshome   229w Fender Stratocaster Custom Shop Artisan Spalted Maple  *** $7,https://www.instagram.com/p/CWJpr0QLx9j/
CWHLFebLuGp,2021-11-10,Taylor 716ce Grand Symphony - Natural,62999,,NO,"guitarshome   229w Taylor 716ce Grand Symphony - Natural  *** $62,999 ***  Visit",https://www.instagram.com/p/CWHLFebLuGp/
CWFOTr3LxDz,2021-11-10,Fender Stratocaster Custom Shop Namm Limited Edition '50s Rosewood Neck Journeyman - Sunburst,74999,,NO,guitarshome   229w Fender Stratocaster Custom Shop Namm Limited Edition '50s Ros,https://www.instagram.com/p/CWFOTr3LxDz/
CWEUXP6vApe,2021-11-09,Gibson Les Paul Standard '50s 2020 - Goldtop,54999,,NO,"guitarshome   229w Gibson Les Paul Standard '50s 2020 -  Goldtop  *** $54,999 **",https://www.instagram.com/p/CWEUXP6vApe/
CWBh4nYLQ5g,2021-11-08,Duesenberg Starpayer TV - Phonic,60999,,NO,"guitarshome   229w Duesenberg Starpayer TV - Phonic  *** $60,999 ***   Visita WW",https://www.instagram.com/p/CWBh4nYLQ5g/
CW8t8YsLj0T,2021-12-01,"Paul Reed Smith ""PRS"" Wood Library 10 top 509 Torrified Maple Neck - 2020 Natural Black Fade",95999,,NO,"guitarshome   226w Paul Reed Smith ""PRS"" Wood Library 10 top 509 Torrified Maple",https://www.instagram.com/p/CW8t8YsLj0T/
CW7GC1Crl-m,2021-12-01,Taylor 714ce - Western Sunburst,57999,,NO,"guitarshome   226w Taylor 714ce - Western Sunburst  *** $57,999 ***  Visita WWW.",https://www.instagram.com/p/CW7GC1Crl-m/
CW5_sj_LZam,2021-11-30,Gibson Les Paul Historic 1957 Custom Shop R7 '57 2006 - Goldtop,77999,,NO,guitarshome   226w Gibson Les Paul Historic 1957 Custom Shop R7 '57 2006 - Goldt,https://www.instagram.com/p/CW5_sj_LZam/
CW4W0Mprvp8,2021-11-30,Paul Reed Smith PRS Wood Library Custom 22 Semi-Hollow Limited - Charcoal Purple,91999,,NO,guitarshome   226w Paul Reed Smith PRS Wood Library Custom 22 Semi-Hollow Limite,https://www.instagram.com/p/CW4W0Mprvp8/
CW3ndNHr9P-,2021-11-29,Paul Reed Smith PRS Studio - Eriza Verde,55999,,NO,"guitarshome   226w Paul Reed Smith PRS Studio - Eriza Verde  *** $55,999 ***  Vi",https://www.instagram.com/p/CW3ndNHr9P-/
CW2B4f8rH96,2021-11-29,Paul Reed Smith PRS Wood library Custom 22 Quilt 10 Top - Obsidian,,,NO,guitarshome   226w Paul Reed Smith PRS Wood library Custom 22 Quilt 10 Top - Obs,https://www.instagram.com/p/CW2B4f8rH96/
CW1MtkevrMP,2021-11-28,Paul Reed Smith PRS Wood library Custom 24 One piece Quilt 10 Top - Satin Blue River,85999,,NO,guitarshome   226w Paul Reed Smith PRS Wood library Custom 24 One piece Quilt 10,https://www.instagram.com/p/CW1MtkevrMP/
CVytOhqrtBl,2021-11-02,Fender Jaguar Player Series with Pau Ferro - Capri Orange,15999,,NO,guitarshome   230w Fender Jaguar Player Series with Pau Ferro - Capri Orange  **,https://www.instagram.com/p/CVytOhqrtBl/
CVx_B1pLtKu,2021-11-02,Paul Reed Smith PRS Wood Library 408 Brazilian Rosewood - Orange Fade,89999,,NO,guitarshome   230w Paul Reed Smith PRS Wood Library 408 Brazilian Rosewood - Ora,https://www.instagram.com/p/CVx_B1pLtKu/
CVwHzZ_LhFT,2021-11-01,Suhr Custom Classic Standard Quilt Top - Trans Amber Honey,61999,,NO,guitarshome   230w Suhr Custom Classic Standard Quilt Top - Trans Amber Honey  *,https://www.instagram.com/p/CVwHzZ_LhFT/
CVviemaLSVT,2021-11-01,Paul Reed Smith PRS 35th Anniversary S2 Custom 24 - Burnt Amber,32999,,NO,guitarshome   230w Paul Reed Smith PRS 35th Anniversary S2 Custom 24 - Burnt Amb,https://www.instagram.com/p/CVviemaLSVT/
CVtGsp-L07K,2021-10-31,Taylor 814ce Grand Auditorium 2021 New Model - Natural,75999,,NO,guitarshome   230w Taylor 814ce Grand Auditorium 2021 New Model - Natural  *** $,https://www.instagram.com/p/CVtGsp-L07K/
CVqjNNnvLGS,2021-10-30,Paul Reed Smith PRS Wood Library McCarty 594 Singlecut - Goldtop,86999,,NO,guitarshome   231w Paul Reed Smith PRS Wood Library McCarty 594 Singlecut - Gold,https://www.instagram.com/p/CVqjNNnvLGS/
CVozgAFLZ8f,2021-10-30,Fender Stratocaster Custom Shop 1957 Limited Edition Journeyman Relic Collection - Custom Built,74999,,NO,guitarshome   231w Fender Stratocaster Custom Shop 1957 Limited Edition Journeym,https://www.instagram.com/p/CVozgAFLZ8f/
CVnjsCYLvCT,2021-10-29,New Paul Reed Smith PRS SE Zach Myers - Trampas Green,18999,,NO,guitarshome   231w New Paul Reed Smith PRS SE Zach Myers - Trampas Green  *** $1,https://www.instagram.com/p/CVnjsCYLvCT/
CVlfm67v-r-,2021-10-28,Duesenberg Caribou - Narvik Blue,45999,,NO,"guitarshome   231w Duesenberg Caribou - Narvik Blue   *** $45,999 ***  Visita WW",https://www.instagram.com/p/CVlfm67v-r-/
CVlAwgAraEy,2021-10-28,Fender Stratocaster American Original '50s - Sunburst,37999,,NO,guitarshome   231w Fender Stratocaster American Original '50s - Sunburst  *** $3,https://www.instagram.com/p/CVlAwgAraEy/
CViqek9vj7k,2021-10-27,Paul Reed Smith PRS Custom 24 Wood Library Brazilian Rosewood Quilt 10 Top - McCarty Smokeburst,85999,,NO,guitarshome   231w Paul Reed Smith PRS Custom 24 Wood Library Brazilian Rosewood,https://www.instagram.com/p/CViqek9vj7k/
CVg6mvzrgj_,2021-10-27,Gibson Custom Shop Peter Frampton Les Paul Custom 1954 (Phenix) - Ebony,131999,,NO,guitarshome   231w Gibson Custom Shop Peter Frampton Les Paul Custom 1954 (Pheni,https://www.instagram.com/p/CVg6mvzrgj_/
CVf7g1OLqAQ,2021-10-26,Paul Reed Smith PRS Custom 22 2007 - Ruby Red,48999,,NO,"guitarshome   231w Paul Reed Smith PRS Custom 22 2007 - Ruby Red  *** $48,999 **",https://www.instagram.com/p/CVf7g1OLqAQ/
CVeLhUVL7M_,2021-10-26,Taylor 614ce Grand Auditorium - Natural – - Ebony Fretboard and Figured Maple back & sides,59999,,NO,guitarshome   231w Taylor 614ce Grand Auditorium - Natural   - Ebony Fretboard a,https://www.instagram.com/p/CVeLhUVL7M_/
CVdT3H-Lb8V,2021-10-25,Fender Stratocaster American Elite - Sky Blue Burst Metallic,35999,,NO,guitarshome   231w Fender Stratocaster American Elite - Sky Blue Burst Metallic ,https://www.instagram.com/p/CVdT3H-Lb8V/
CVbjn_NL9rd,2021-10-24,Gibson Les Paul Standard '60s 2020 - Bourbon Burst,49999,,NO,"guitarshome   231w Gibson Les Paul Standard '60s 2020 - Bourbon Burst   *** $49,",https://www.instagram.com/p/CVbjn_NL9rd/
CVbDJlpr_eN,2021-10-24,Paul Reed Smith PRS Wood Library MCcarty Sc594 Quilt 10 Top,91999,,NO,guitarshome   231w Paul Reed Smith PRS Wood Library MCcarty Sc594 Quilt 10 Top  ,https://www.instagram.com/p/CVbDJlpr_eN/
CVZEcpwrS-F,2021-10-24,Gibson Les Paul Historic 1958 Custom Shop '58 R8 - Bourbon Burst,89999,,NO,guitarshome   231w Gibson Les Paul Historic 1958 Custom Shop '58 R8 - Bourbon Bu,https://www.instagram.com/p/CVZEcpwrS-F/
CVZESNCL38n,2021-10-24,Fender Stratocaster 60th Anniversary Commemorative Sunburst,31999,,NO,guitarshome   231w Fender Stratocaster 60th Anniversary Commemorative Sunburst  ,https://www.instagram.com/p/CVZESNCL38n/
CVTHpuGLrmV,2021-10-21,New Gibson Les Paul Historic 1954 Custom Shop '54 R4 2021 Goldtop,91999,,NO,guitarshome   232w New Gibson Les Paul Historic 1954 Custom Shop '54 R4 2021 Gol,https://www.instagram.com/p/CVTHpuGLrmV/
CVRGteGrHMw,2021-10-20,Paul Reed Smith PRS Wood Library 35th Anniversary Mccarty 594 One Piece Quilt Top 2020 - Rare Limited Charcoal,95999,,NO,guitarshome   232w Paul Reed Smith PRS Wood Library 35th Anniversary Mccarty 594,https://www.instagram.com/p/CVRGteGrHMw/
CVQbTkZL1zz,2021-10-20,Paul Reed Smith PRS Custom 24 2002 - Cherry Burst,45999,,NO,"guitarshome   232w Paul Reed Smith PRS Custom 24 2002 - Cherry Burst  *** $45,99",https://www.instagram.com/p/CVQbTkZL1zz/
CVO5RaErP7D,2021-10-20,Gibson Les Paul Standard 2000 Birdseye Maple Top - Cherry Burst,45999,,NO,guitarshome   232w Gibson Les Paul Standard 2000 Birdseye Maple Top - Cherry Bur,https://www.instagram.com/p/CVO5RaErP7D/
CVN5-syLEG0,2021-10-19,Fender Jaguar Player Series with Pau Ferro - Capri Orange,15999,,NO,guitarshome   232w Fender Jaguar Player Series with Pau Ferro - Capri Orange  **,https://www.instagram.com/p/CVN5-syLEG0/
CVMGJDVrutv,2021-10-18,Fender Stratocaster American Elite - Ash Tobacco Sunburst,32999,,NO,guitarshome   232w Fender Stratocaster American Elite - Ash Tobacco Sunburst  **,https://www.instagram.com/p/CVMGJDVrutv/
CVLSI47LezL,2021-10-18,Paul Reed Smith PRS Custom 24 Quilt 10 Top 2018 - Satin River Blue,91999,,NO,guitarshome   232w Paul Reed Smith PRS Custom 24 Quilt 10 Top 2018 - Satin River,https://www.instagram.com/p/CVLSI47LezL/
CVI4prxrDpR,2021-10-17,Carvin SCB6 - Ebony Black,22999,,NO,"guitarshome   232w Carvin SCB6 - Ebony Black  *** $22,999 ***  Visita WWW.GUITAR",https://www.instagram.com/p/CVI4prxrDpR/
